Timestamp,participant,sessionId,isDda,isP2Human,timeInSession,turn,player,move,thinkTime,isTerminal,v,simulations,pi,scoreP1,scoreP2,boardState
6/18/2026 10:02:37,Rizka,Rizka_S2_12F5,TRUE,FALSE,288.86,24,1,0,14.21,FALSE,-0.939,0,0.0753083;0.1361623;0.0004954146;0.1538318;0.3645173;0.001101221;0.2685839,32,46,1;2;0;2;4;0;3;32;0;1;5;2;0;0;0;46
6/18/2026 10:02:38,Rizka,Rizka_S2_12F5,TRUE,FALSE,297.27,25,-1,2,8.41,FALSE,0.967,15,0.1722443;0.001514015;0.435802;0.002764459;0.05251541;0.04315536;0.2920046,33,46,0;0;1;3;0;1;4;33;1;0;6;0;1;1;1;46
6/18/2026 10:02:38,Rizka,Rizka_S2_12F5,TRUE,FALSE,302.3,26,1,2,5.03,FALSE,-0.99,0,0.4980602;0.002245207;0.08264734;0.2014281;0.0001301693;0.1450896;0.07039941,33,47,1;0;1;3;0;1;4;33;1;0;0;1;2;2;2;47
6/18/2026 10:02:39,Rizka,Rizka_S2_12F5,TRUE,FALSE,308.99,27,1,0,6.69,FALSE,-0.983,0,0.09547547;0.0007473018;0.0002020972;0.0002458607;0.0305285;0.7305903;0.1422102,34,47,1;0;0;0;1;2;5;34;1;0;0;1;2;2;2;47
6/18/2026 10:02:39,Rizka,Rizka_S2_12F5,TRUE,FALSE,311.71,28,-1,6,2.72,FALSE,0.977,15,0.09753607;0.002409685;0.001233174;0.1995274;0.2606938;7.44758E-05;0.4385254,37,47,0;0;0;0;1;2;5;37;1;0;0;1;2;0;2;47
6/18/2026 10:02:40,Rizka,Rizka_S2_12F5,TRUE,FALSE,318.03,29,1,6,6.32,FALSE,-0.932,0,0.05947577;0.001153036;0.0003091379;0.0004898196;0.05782367;0.8263198;0.0544289,37,48,1;0;0;0;1;2;5;37;1;0;0;1;2;0;0;48
6/18/2026 10:02:40,Rizka,Rizka_S2_12F5,TRUE,FALSE,322.44,30,-1,0,4.4,FALSE,0.939,17,0.1073031;0.245498;0.1805294;0.0008122707;0.1737558;0.2918205;0.0002809889,38,48,1;0;0;0;1;2;0;38;2;1;1;0;3;1;0;48
6/18/2026 10:02:41,Rizka,Rizka_S2_12F5,TRUE,FALSE,331.92,31,1,2,9.49,FALSE,-0.978,0,0.002231434;0.4213052;0.1074868;0.002559175;0.1898755;0.276121;0.0004207435,38,49,0;1;1;0;1;2;0;38;0;2;0;1;0;2;1;49
6/18/2026 10:02:41,Rizka,Rizka_S2_12F5,TRUE,FALSE,334.85,32,-1,5,2.93,FALSE,0.931,17,5.027184E-05;0.05533465;0.0003625129;7.529859E-05;0.0003033336;0.5664886;0.3773854,40,49,0;1;0;0;1;2;0;40;0;2;0;0;0;2;1;49
6/18/2026 10:02:41,Rizka,Rizka_S2_12F5,TRUE,FALSE,337.22,33,-1,1,2.37,FALSE,0.982,15,6.247273E-05;0.5614576;0.0006857438;0.0004429239;0.002053213;0.0001817122;0.4351161,40,50,0;1;0;0;1;2;0;40;0;2;0;0;0;0;2;50
